Collection,n_rows,flags,contrasting_or_subset,n_unexplained_tokens,unexplained_tokens,n_states,merge_add_columns,sample_titles
Traffic handled at Non-Major Ports Commodity wise - Puducherry up,2,unexplained,,1,up,1,"year,state",Traffic handled at Non-Major Ports Commodity wise - Puducherry up to 2020-21 | Traffic handled at Non-Major Ports-Commodity wise - Puducherry -upto 2020-21
Peak Demand and Peak Met - September (schema 1),4,unexplained,,1,sept,0,,Peak Demand and Peak Met - Sept 2015 | Peak Demand and Peak Met - September 2016
State/ UT-wise Total Number of Road Accidents on State Highways (schema 1),5,unexplained,,1,fatal,0,,State/UT wise Total Number of Road Accidents on State Highways during 2003-2012 | State/UT wise Total Number of Road Accidents on State Highways during 2003-2014
"Number of Accidents, Persons Killed, Injured in Selected Countries (schema 1)",5,unexplained,,1,form,0,year,"Number of Accidents, Persons killed, Injured in Selected Countries 1990-1992 | Number of Accidents Persons killed Injured in Selected Countries"
Performance of State Road Transport Undertakings (schema 1),2,unexplained,,1,srtus,0,,Performance of State Road Transport Undertakings from 1996-97 to 1999-2000 | Performance of State road transport undertakings (SRTUs) from 1996-97 to 2001-02
Number of Registered Motor Vehicles (Transport & Non-Transport) (schema 4),2,unexplained,,1,ut,2,state,Number of Registered Motor Vehicles (Transport & Non-Transport) Goa from 1996-97 to 1997-1998 | Number of Registered Motor Vehicles (Transport & Non-Transport) UT: Chandigarh from 2000-01 to 2001-02
Number of Registered Motor Vehicles (Transport & Non-Transport) (schema 1),4,unexplained,,1,tamilnadu,3,state,Number of Registered Motor Vehicles (Transport & Non-Transport) Goa from 2000-01 to 2001-02 | Number of Registered Motor Vehicles (Transport & Non-Transport) Maharashtra from 2000-01 to 2001-02
Goods Transport Operational Ratios (schema 1),2,unexplained,,1,31st,0,year,Goods Transport Operational Ratios during 1979-80 | Goods Transport Operational Ratios as on 31st March 1981
State/UT-wise Lane wise Length of National Highways (schema 1),4,unexplained,,1,31st,1,year,"State/UT and Lane-wise Length of National Highways in India as on 31 March, 2017 | State/UT-wise Lane wise Length of National Highways in India as on 31 March, 2016"
State/UT wise total and surfaced length of State Highways (schema 1),2,unexplained,,1,31st,1,year,"State/UT-wise Total and Surfaced Length of State Highways in India as on 31st March, 2017 | State/UT-wise Total and Surfaced Length of State Highways in India as on 31 March, 2019"
State/UT-wise Total & Surfaced Length of District Roads,3,unexplained,,1,31st,0,year,"State/UT-wise Total & Surfaced Length of District Roads as on 31st March, 2017 | State/UT-wise Total & Surfaced Length of District Roads as on 31 March, 2018"
State/UT-wise Total Number of Road Accidents on National Highways (schema 5),2,unexplained,,1,fatal,0,,State/UT-wise Total Number of Road Accidents on National Highways from 2015 to 2018 | State/UT-wise Total Number of Fatal Road Accidents on National Highways from 2015 to 2018
States wise list of top ten black spots,3,unexplained,,1,uts,0,,States wise list of top ten black spots from 2016 to 2018 | States/UTs wise list of top ten black spots from 2016 to 2018
State/UT-wise Total Number of Road Accidents on National Highways (schema 1),6,unexplained,,1,fatal,0,,State/UT-wise Total Number of Road Accidents on National Highways from 2020 to 2023 | State/UT-wise Total Number of Fatal Road Accidents on National Highways from 2020 to 2023
State/UT-wise Total Number of Grevious and Minor Injured Persons in Road Accidents on National Highways (schema 3),2,unexplained,,1,national,0,,State/UT-wise Total Number of Grievous and Minor Injured Persons in Road Accidents on National Highways during 2023 | State/UT-wise Total Number of Grievous and Minor Injured Persons in Road Accidents on State Highways during 2023
State/ UT-wise Accidents classified according to Road Features (schema 1),3,unexplained,,1,number,0,year,State/UT-wise Accidents Classified According to Road Features during 2023 | State/UT-wise Number of Accidents Classified According to Road Features during 2022
State/ UT-wise Accidents Classified according to Type of Junctions (schema 2),3,unexplained,,1,number,0,,State/UT-wise Accidents Classified According to Type of Junctions during 2023 | State/UT-wise Number of Accidents Classified According to Type of Junctions during 2022
State/ UT-wise Accidents Classified according to Type of Weather Condition (schema 2),3,unexplained,,1,number,0,year,State/UT-wise Accidents Classified According to Type of Weather Condition during 2023 | State/UT-wise Number of Accidents Classified According to Type of Weather Condition during 2022
State/UT-wise Accidents Classified According to Licence of Drivers (schema 2),2,unexplained,,1,number,0,year,State/UT-wise Number of Accidents Classified According to Licence of Drivers during 2023 | State/UT-wise Accidents Classified According to Licence of Drivers during 2024
State/UT-wise Drivers Killed According to Classification of Age and Sex (schema 2),2,unexplained,,1,number,0,year,State/UT-wise Number of Drivers Killed According to Classification of Age and Sex during 2022 | State/UT-wise Drivers Killed According to Classification of Age and Sex during 2024
State/UT-wise Pedestrians Killed According to Classification of Age and Sex (schema 4),2,unexplained,,1,number,0,year,State/UT-wise Number of Passengers Killed According to Classification of Age and Sex during 2022 | State/UT-wise Passengers Killed According to Classification of Age and Sex during 2024
State/UT-wise Accidents Classified According to Type of Traffic Violations (schema 2),2,unexplained,,1,number,0,year,State/UT-wise Number of Accidents Classified According to Type of Traffic Violations during 2022 | State/UT-wise Accidents Classified According to Type of Traffic Violations during 2024
Village-wise Survey Data of TAMILNADU for Mission Antyodaya,2,unexplained,,1,tamilnadu,1,"year,state",Village-wise Survey Data of TAMILNADU  for Mission Antyodaya 2020 | Village-wise Survey Data of TELANGANA for Mission Antyodaya 2020
Female R and D Manpower By Qualifications For Public And Private Sectors,2,unexplained,,1,female,0,year,Female R and D Manpower By Qualifications For Public And Private Sectors As On 1st April 2005 | R and D Manpower By Qualifications For Public And Private Sectors As On 1st April 2005
Industrial Sector Expenditure on R & D by Sub-Sector of Economic Activity during FY,2,unexplained,,1,fy,0,year,Industrial Sector Expenditure on R&D by Sub-Sector of Economic Activity during 2005-06 to 2009-10 | Industrial Sector Expenditure on R & D by Sub-Sector of Economic Activity during FY 2018-19 to 2020-21
R&D Expenditure Per Capita and as Percentage of GDP for Selected Countries 2009 (in PPP US$),2,unexplained,,1,ppp,0,,R&D Expenditure Per Capita and as Percentage of GDP for Selected Countries 2009  (in PPP US$) | R&D Expenditure Per Capita and as Percentage of GDP for Selected Countries 2009 (in US$)
Area wise list of Not Recommended Societal Proposals as on 31.12.2015,2,unexplained,,1,area,0,year,State-wise list of Not Recommended Societal Proposals as on 31.12.2015 | Area wise list of Not Recommended Societal Proposals as on 31.12.2015
Estimated number of enterprises in different States/UTs,2,unexplained,,1,trading,0,,Estimated number of enterprises in different States/UTs | Estimated number of trading enterprises in different States/UTs
"State-wise Number, Membership and Financial Position of Primary Co-operative Agriculture & Rural Development Banks (schema 3)",2,unexplained,,1,31st,1,,"Number / Membership / Financial Position of Primary Co-operative Agriculture And Rural Development Banks As On 31st March | All India Number, Membership and Financial Position of Primary Co-operative Agriculture & Rural Development Banks from 2000-01 to 2014-15"
Number Of Registered Newspapers And Periodicals By Language (schema 1),4,unexplained,,1,level,1,,Number Of Registered Newspapers And Periodicals By Language - India upto 2011-12 | Number of registered newspapers and periodicals by language - India upto 2013-14
Claimed Circulation Of Registered Newspapers - Language-wise,4,unexplained,,1,wise,0,,Claimed Circulation Of Registered Newspapers - Language-wise upto 2011-12 | Claimed circulation of registered newspapers - Language-wise upto 2013-14
Estimate of some important characteristics by State (schema 1),2,unexplained,,1,wise,0,year,State wise Estimate of some Important Characteristics for the year 2011-2012 | Estimate of some important characteristics by State for the year 2010-2011
All India Rooms in Different Category of Hotel,2,unexplained,,1,level,1,,All India Rooms in Different Category of Hotel from 2002 to 2014 | All India level Rooms in different Category of Hotel from 2002 to 2016
All India Performance of Employment Exchanges,2,unexplained,,1,level,1,,All India Performance of Employment Exchanges from 2000 to 2013 | All India level Performance of Employment Exchanges from 2000 to 2014
State/ UT-wise Implementation Report under MGNREGA (schema 1),2,unexplained,,1,ut,0,,State-wise Implementation Report Under MGNREGA from 2010-11 to 2014-15 | State/UT-wise Implementation Report under MGNREGA from 2010-11 to 2017-18
All India level Financial Outcomes under MGNREGA (schema 1),2,unexplained,,1,level,1,,All India Financial Outcomes Under MGNREGA from 2008-09 to 2014-15 | All India level Financial Outcomes under MGNREGA from 2008-09 to 2015-16
All India Claimed Circulation of Registered Newspapers,2,unexplained,,1,level,1,,All India Claimed Circulation of Registered Newspapers from 2001-02 to 2013-14 | All India level Claimed Circulation of Registered Newspapers from 2001-02 to 2014-15
All India Consumer Price Index (Rural /Urban) up to May (schema 1),9,unexplained,,1,up,1,,All India Consumer Price Index (Rural /Urban) up to May 2016 | All India Consumer Price Index (Rural/Urban) Up to July 2016
Annual Indices of All-India Index of Industrial Production with base year 2011-12 at NIC (2008) 2 Digit and Sectoral Levels,4,unexplained,,1,base,1,,Annual indices of all-India Index of Industrial Production at NIC (2008) 2 digit and Sectoral levels from 2012-13 to 2016-17 | Annual Indices of all-India Index of Industrial Production with base 2011-12 at NIC (2008) 2 Digit and Sectoral Levels from 2012-13 to 2019-20
Monthly Indices of All India Index of Industrial Production (IIP) with base year 2011-12 at NIC (2008) 2 Digit & Sectoral levels from April-2012 to March (schema 1),6,unexplained,,1,iip,1,,Monthly indices of all India Index of Industrial Production with base 2011-12 at NIC (2008) 2 Digit and Sectoral Levels from April 2012 to July 2020 | Monthly Indices of all India Index of Industrial Production (IIP) with base year 2011-12 at NIC (2008) 2 Digit & Sectoral levels from April 2012 to May 2021
State Level Consumer Price Index (Rural/Urban) Up to July (schema 3),2,unexplained,,1,sept,0,,"State Level Consumer Price Index (Rural/Urban)  upto Sept., 2023 | State Level Consumer Price Index (Rural/Urban)  upto Oct., 2023"
Foreign Tourist Arrivals (FTAs) in India through Major Ports (schema 1),3,unexplained,,1,ftas,1,,Foreign Tourist Arrivals in India through major ports from 2001 to 2018 | Foreign Tourist Arrivals (FTAs) in India through major ports from 2001 to 2019
Number of Approved Travel Trade Service Provider in the Country,2,unexplained,,1,31st,0,year,"Number of Approved Travel Trade Service Provider in the country during 2018 | Number of Approved Travel Trade Service Provider in the Country during 2020, as on 31st December 2020"
Month wise Fee from tourism (US Doller Billion) (schema 1),2,unexplained,,1,dollor,1,,Month-wise fee from tourism (US$ Billion) in India from 2017 to 2019 | Month-wise fee from tourism (us dollor billion) in India during 2018 -2020 
International Tourism Receipts and India's Share and Rank (schema 1),3,unexplained,,1,s,1,,"International Tourism Receipts and Share of India and Rank from 2000 to 2019 | International Tourism Receipts and India s Share and Rank,2001-2020 "
Destination-wise Number of Indian Nationals Departures (schema 1),2,unexplained,,1,country,1,,"Destination Country-wise Number of Indian Nationals Departures from india from 2011 to 2018 | Destination-wise Number of Indian Nationals Departures from India, 2011-2019"
Visitors to Centrally Protected Ticketed Monuments (schema 1),2,unexplained,,1,asi,0,,Visitors to centrally Protected Ticketed monuments from 1996 to 2019-20 | Visitors To Centrally Protected Ticketed ASI Monuments from 1996 To 2021-22
State/UT wise Number of Recognized Travel Trade Service Provider in the Country (schema 1),2,unexplained,,1,31st,0,year,"State/UT-wise Number of Recognized Travel Trade Service provider in the Country during 2019 | State/UT wise Number of Recognized Travel Trade Service Provider in the Country during 2020, AS ON 31st December 2020"
Percentage Distribution of Destination Country wise Departures of Indian Nationals according to Gender (schema 1),2,unexplained,,1,indian,1,year,"Percentage Distribution of Destination Country wise Departures of India Nationals According to Age Group, 2020 | Percentage distribution of destination country wise departures of Indian Nationals according to age group 2021"
"State, UT & City-wise Distribution of Suicides by Means Adopted (schema 6)",2,unexplained,,1,ut,0,,State/UT-wise distribution of suicides by means adopted during 2001-2012 | State-wise distribution of suicides by means adopted during 2013
"State, UT & City-wise Educational Status of Suicide Victims (schema 3)",2,unexplained,,1,ut,0,,State/UT-wise educational status of suicide victim during 2001-2012 | State-wise educational status of suicide victim during 2013
State-wise profile of accidents by un-natural causes (schema 1),2,unexplained,,1,ut,0,,State/UT-wise profile of accidents by un-natural causes during 2001-2012 | State-wise profile of accidents by un-natural causes during 2013
